,Name,Club,Nationality,Age,Overall,Height,Weight,Position,Preferred Foot,Value,Wage,Acceleration,Finishing,Vision,BallControl,Dribbling,Strength
14083,J. Chianese,Perth Glory,Australia,28,61,175.26,165,RM,Right,250000.0,1000,59.0,59.0,59.0,64.0,58.0,63.0
14084,K. Howkins,West Bromwich Albion,England,22,61,195.57999999999998,185,CB,Right,280000.0,4000,65.0,26.0,31.0,51.0,44.0,84.0
14085,B. Galindo,Guadalajara,Mexico,19,61,182.88,187,CB,Right,325000.0,2000,59.0,27.0,29.0,37.0,35.0,77.0
14086,I. Minchev,,Bulgaria,27,61,167.64000000000001,132,CM,Right,,0,63.0,52.0,50.0,54.0,67.0,33.0
14087,A. Zekaj,LOSC Lille,Serbia,18,61,187.96,183,CDM,Right,475000.0,2000,62.0,43.0,52.0,56.0,55.0,72.0
14088,T. Vaiho,Djurgårdens IF,Sweden,29,61,187.96,172,GK,Right,170000.0,1000,31.0,12.0,21.0,16.0,16.0,72.0
14089,L. Sotomayor,Deportes Iquique,Chile,21,61,177.8,159,GK,Right,350000.0,1000,42.0,19.0,24.0,17.0,14.0,63.0
14090,B. Kennedy,Stevenage,Northern Ireland,21,61,177.8,154,RM,Left,375000.0,2000,72.0,58.0,64.0,64.0,59.0,51.0
14091,N. Baxter,Yeovil Town,England,19,61,182.88,168,GK,Right,325000.0,1000,36.0,11.0,37.0,31.0,14.0,52.0
14092,E. Rueda,Argentinos Juniors,Argentina,22,61,175.26,159,RW,Right,375000.0,2000,74.0,61.0,53.0,60.0,64.0,58.0
14093,R. Hepburn-Murphy,Aston Villa,England,19,61,172.72,179,ST,Right,550000.0,2000,77.0,62.0,50.0,60.0,67.0,34.0
14094,K. Gipson,SV Sandhausen,Germany,22,61,177.8,152,RB,Right,300000.0,1000,74.0,31.0,37.0,55.0,57.0,61.0
14095,I. Hajtić,FC Würzburger Kickers,Bosnia Herzegovina,20,61,193.04,194,CB,Right,375000.0,1000,49.0,19.0,30.0,38.0,33.0,83.0
14096,J. Vollert,SV Werder Bremen,Germany,20,61,185.42,183,CB,Right,375000.0,3000,55.0,38.0,55.0,58.0,55.0,69.0
14097,K. Zapolnik,Górnik Zabrze,Poland,25,61,182.88,170,RM,Right,325000.0,1000,63.0,65.0,52.0,60.0,58.0,66.0
14098,G. Gül,Fortuna Düsseldorf,Germany,19,61,180.34,165,CB,Right,500000.0,2000,64.0,21.0,36.0,52.0,45.0,67.0
14099,S. Klaas,VfL Osnabrück,Germany,20,61,177.8,143,CAM,Right,550000.0,1000,74.0,42.0,67.0,64.0,64.0,39.0
14100,C. O'Malley,Peterborough United,Republic of Ireland,23,61,190.5,183,GK,Right,260000.0,1000,38.0,15.0,56.0,17.0,13.0,40.0
14101,F. Al Aiyaf,Al Hazem,Saudi Arabia,26,61,167.64000000000001,137,RDM,Left,290000.0,2000,73.0,44.0,63.0,64.0,65.0,40.0
14102,L. Mosevich,FC St. Gallen,Argentina,21,61,187.96,179,CB,Right,400000.0,2000,58.0,20.0,30.0,40.0,31.0,72.0
14103,R. Porteous,Hibernian,Scotland,19,61,185.42,150,LCB,Right,500000.0,1000,60.0,23.0,30.0,37.0,40.0,71.0
14104,H. Mörschel,Holstein Kiel,Germany,20,61,190.5,179,CF,Right,450000.0,2000,63.0,65.0,52.0,64.0,65.0,67.0
14105,G. Sağlam,VfL Bochum 1848,Germany,20,61,177.8,159,CAM,Right,475000.0,2000,76.0,42.0,64.0,65.0,63.0,42.0
14106,B. Bödvarsson,Jagiellonia Białystok,Iceland,23,61,185.42,176,LB,Left,325000.0,2000,75.0,24.0,46.0,58.0,51.0,62.0
14107,F. Geisler,FC Energie Cottbus,Germany,21,61,167.64000000000001,141,CAM,Right,400000.0,1000,90.0,52.0,58.0,64.0,64.0,32.0
14108,G. Omotayo,Bury,Switzerland,24,61,193.04,196,ST,Right,325000.0,3000,67.0,59.0,53.0,57.0,44.0,86.0
14109,D. Rogers,St. Mirren,Republic of Ireland,24,61,185.42,170,GK,Right,280000.0,1000,44.0,13.0,19.0,27.0,14.0,60.0
14110,A. Zendejas,Sporting Kansas City,United States,22,61,195.57999999999998,185,GK,Right,300000.0,1000,35.0,17.0,56.0,22.0,14.0,57.0
14111,T. Chorý,Viktoria Plzeň,Czech Republic,23,61,200.66,223,ST,Right,350000.0,1000,45.0,57.0,48.0,44.0,48.0,95.0
14112,J. Vázquez,Deportivo Pasto,Argentina,23,61,182.88,170,ST,Right,350000.0,1000,76.0,60.0,49.0,57.0,63.0,63.0
14113,Yun Ju Tae,FC Seoul,Korea Republic,28,61,180.34,172,RS,Right,260000.0,2000,74.0,58.0,54.0,55.0,58.0,66.0
14114,T. Masuda,V-Varen Nagasaki,Japan,29,61,182.88,185,GK,Right,200000.0,2000,17.0,8.0,21.0,10.0,10.0,67.0
14115,L. Lauberbach,FSV Zwickau,Germany,20,61,193.04,183,LS,Right,375000.0,1000,67.0,55.0,56.0,59.0,63.0,67.0
14116,Y. Clementia,OGC Nice,France,20,61,187.96,176,GK,Right,350000.0,2000,36.0,9.0,32.0,23.0,11.0,65.0
14117,D. Orlishausen,FC Hansa Rostock,Germany,35,61,198.12,207,GK,Right,60000.0,1000,33.0,6.0,33.0,19.0,11.0,72.0
14118,D. Whitaker,Macclesfield Town,England,37,61,177.8,161,RDM,Right,80000.0,1000,59.0,58.0,71.0,65.0,56.0,65.0
14119,A. Khormi,Al Hazem,Saudi Arabia,27,61,160.02,128,RM,Right,260000.0,2000,94.0,64.0,54.0,60.0,62.0,33.0
14120,L. Marić,Arka Gdynia,Croatia,31,61,182.88,174,RCB,Right,170000.0,1000,58.0,24.0,38.0,58.0,56.0,68.0
14121,F. Benko,LASK Linz,Germany,20,61,180.34,163,CAM,Left,550000.0,2000,65.0,39.0,57.0,66.0,65.0,59.0
14122,Liu Zhenli,Shandong Luneng TaiShan FC,China PR,33,61,193.04,163,GK,Right,130000.0,2000,54.0,14.0,42.0,25.0,12.0,47.0
14123,M. Piccinocchi,FC Lugano,Italy,23,61,172.72,148,LCM,Right,375000.0,1000,62.0,42.0,58.0,66.0,57.0,55.0
14124,A. Paşcanu,,Romania,19,61,185.42,161,CB,Right,,0,70.0,30.0,43.0,60.0,58.0,67.0
14125,A. Al Harbi,Al Hazem,Saudi Arabia,29,61,177.8,159,CB,Left,200000.0,2000,66.0,30.0,55.0,50.0,49.0,68.0
14126,Kim Gyeong Min,Jeju United FC,Korea Republic,26,61,187.96,179,GK,Right,220000.0,1000,49.0,19.0,29.0,20.0,16.0,58.0
14127,R. González,San Luis de Quillota,Chile,22,61,175.26,165,RM,Right,300000.0,1000,72.0,37.0,56.0,64.0,61.0,68.0
14128,Song Soo Yeong,Sangju Sangmu FC,Korea Republic,26,61,175.26,154,LM,Right,270000.0,1000,73.0,62.0,49.0,65.0,62.0,63.0
14129,Y. Nakazawa,Yokohama F. Marinos,Japan,40,61,187.96,172,CB,Right,,1000,29.0,40.0,66.0,63.0,40.0,55.0
14130,A. Al Ammar,Al Fateh,Saudi Arabia,24,61,177.8,159,LB,Left,290000.0,4000,71.0,59.0,57.0,64.0,61.0,64.0
14131,J. Ibehre,Cambridge United,England,35,61,193.04,203,ST,Right,120000.0,2000,62.0,56.0,55.0,59.0,59.0,90.0
14132,Jeong Dong Yun,Incheon United FC,Korea Republic,24,61,175.26,154,RB,Left,280000.0,1000,66.0,27.0,44.0,57.0,52.0,67.0
14133,M. Harzan,Al Taawoun,Saudi Arabia,29,61,167.64000000000001,143,LM,Right,250000.0,4000,75.0,43.0,53.0,59.0,66.0,47.0
14134,G. Hatano,FC Tokyo,Japan,20,61,198.12,194,GK,Right,400000.0,1000,18.0,5.0,33.0,16.0,14.0,73.0
14135,Li Yuanyi,Tianjin TEDA FC,China PR,24,61,180.34,154,RW,Right,325000.0,2000,69.0,54.0,54.0,60.0,60.0,57.0
14136,M. Dobre,Bournemouth,Romania,19,61,177.8,157,RM,Right,550000.0,4000,77.0,46.0,50.0,62.0,67.0,55.0
14137,N. Fernández,Audax Italiano,Chile,18,61,170.18,146,RM,Right,450000.0,1000,70.0,34.0,39.0,49.0,38.0,54.0
14138,M. López,Club Atlético Banfield,Argentina,20,61,180.34,163,ST,Right,450000.0,2000,60.0,64.0,54.0,58.0,60.0,60.0
14139,C. Dilo,Paris FC,France,24,61,187.96,192,GK,Right,260000.0,1000,43.0,15.0,12.0,20.0,23.0,60.0
14140,J. Beste,SV Werder Bremen,Germany,19,61,175.26,141,LB,Left,475000.0,2000,69.0,39.0,41.0,64.0,62.0,53.0
14141,D. Thomas,Kilmarnock,Scotland,22,61,172.72,143,RM,Left,375000.0,1000,69.0,50.0,59.0,57.0,59.0,54.0
14142,E. Edwards Jr.,Orlando City SC,United States,26,61,190.5,205,GK,Right,240000.0,1000,40.0,15.0,18.0,18.0,16.0,85.0
14143,A. Al Jadani,Al Wehda,Saudi Arabia,27,61,180.34,148,GK,Right,200000.0,3000,49.0,16.0,48.0,18.0,15.0,49.0
14144,M. Engelhardt,Eintracht Braunschweig,Germany,25,61,190.5,194,GK,Right,240000.0,1000,48.0,13.0,30.0,19.0,18.0,79.0
14145,C. Yüksel,Galatasaray SK,Turkey,20,61,175.26,148,CM,Left,550000.0,6000,68.0,36.0,65.0,65.0,63.0,44.0
14146,T. Casali,SV Mattersburg,Austria,22,61,190.5,181,GK,Right,250000.0,2000,33.0,7.0,32.0,20.0,10.0,38.0
14147,D. Jaiyesimi,Yeovil Town,England,20,61,180.34,159,LS,Right,450000.0,4000,84.0,58.0,57.0,58.0,62.0,65.0
14148,Y. Bisseck,1. FC Köln,Germany,17,61,193.04,183,CB,Right,500000.0,1000,62.0,29.0,35.0,48.0,39.0,74.0
14149,A. Sarr,Paris FC,Senegal,27,61,175.26,146,ST,Right,270000.0,2000,74.0,67.0,40.0,63.0,66.0,44.0
14150,T. Svendsen,FK Haugesund,Norway,18,61,172.72,146,CM,Right,525000.0,1000,83.0,37.0,62.0,64.0,68.0,52.0
14151,J. Williams,Rochdale,England,25,61,182.88,159,RM,Left,325000.0,1000,82.0,58.0,54.0,60.0,63.0,64.0
14152,B. Risa,Odds BK,Norway,20,61,187.96,168,LB,Left,500000.0,1000,79.0,58.0,54.0,64.0,64.0,69.0
14153,D. Contreras,Jaguares de Córdoba,Colombia,24,61,172.72,137,CDM,Right,300000.0,1000,82.0,41.0,57.0,64.0,52.0,56.0
14154,B. Halliday,Cambridge United,England,22,61,180.34,150,RB,Right,325000.0,2000,74.0,33.0,55.0,58.0,61.0,64.0
14155,L. Dietz,VfL Sportfreunde Lotte,Germany,21,61,190.5,174,LDM,Right,400000.0,3000,59.0,29.0,46.0,57.0,52.0,69.0
14156,N. Al Omran,Al Shabab,Saudi Arabia,20,61,170.18,152,CAM,Right,375000.0,4000,69.0,47.0,64.0,57.0,54.0,55.0
14157,Parra,AD Alcorcón,Spain,22,61,170.18,143,RB,Right,300000.0,2000,63.0,28.0,36.0,49.0,70.0,39.0
14158,R. Taylor,Macclesfield Town,Wales,28,61,185.42,183,GK,Right,210000.0,2000,35.0,13.0,19.0,17.0,12.0,38.0
14159,C. Thomas,Cheltenham Town,England,24,61,185.42,159,LCM,Right,325000.0,2000,69.0,42.0,62.0,60.0,52.0,73.0
14160,O. Ómarsson,Sarpsborg 08 FF,Iceland,23,61,187.96,172,CB,Right,325000.0,1000,65.0,31.0,50.0,54.0,49.0,72.0
14161,S. Kopp, SSV Jahn Regensburg,Germany,23,61,198.12,194,CB,Right,325000.0,2000,53.0,18.0,33.0,48.0,32.0,89.0
14162,Chen Binbin,Shanghai SIPG FC,China PR,20,61,177.8,159,LW,Right,475000.0,2000,80.0,58.0,59.0,56.0,63.0,66.0
14163,M. Toye,Minnesota United FC,United States,19,61,190.5,181,ST,Right,550000.0,1000,69.0,59.0,42.0,60.0,63.0,73.0
14164,Cordero,Gimnàstic de Tarragona,Spain,23,61,187.96,176,GK,Right,260000.0,1000,17.0,7.0,31.0,12.0,6.0,57.0
14165,N. Jackson,Colorado Rapids,United States,22,61,185.42,172,ST,Right,400000.0,1000,83.0,61.0,46.0,55.0,56.0,74.0
14166,B. Källman,Dundee FC,Finland,19,61,182.88,165,ST,Right,375000.0,1000,78.0,61.0,53.0,55.0,59.0,61.0
14167,L. Cueto,SC Preußen Münster,Germany,22,61,175.26,141,LM,Left,375000.0,1000,91.0,52.0,51.0,63.0,66.0,32.0
14168,Guillamón,Valencia CF,Spain,18,61,177.8,161,CB,Right,475000.0,2000,52.0,26.0,38.0,58.0,45.0,60.0
14169,P. Camara,Grenoble Foot 38,Senegal,25,61,195.57999999999998,154,GK,Right,250000.0,1000,44.0,9.0,12.0,24.0,15.0,47.0
14170,W. Cuesta,Deportes Tolima,Colombia,25,61,195.57999999999998,192,GK,Right,250000.0,1000,44.0,16.0,23.0,25.0,17.0,73.0
14171,Campos,CD Numancia,Spain,23,61,187.96,172,GK,Right,290000.0,1000,32.0,7.0,36.0,12.0,5.0,62.0
14172,F. Plach,Piast Gliwice,Slovakia,26,61,193.04,176,GK,Right,220000.0,1000,32.0,9.0,61.0,18.0,10.0,60.0
14173,H. Belal,Al Qadisiyah,Saudi Arabia,24,61,185.42,163,CDM,Right,280000.0,3000,52.0,34.0,52.0,56.0,50.0,70.0
14174,D. Foulon,Waasland-Beveren,Belgium,19,61,180.34,172,LB,Left,375000.0,1000,73.0,23.0,45.0,62.0,61.0,60.0
14175,L. Fritzson,Östersunds FK,Sweden,22,61,182.88,170,RW,Right,350000.0,1000,79.0,51.0,60.0,65.0,65.0,62.0
14176,P. Da Silva,Orlando City SC,United States,19,61,175.26,146,CAM,Left,550000.0,1000,72.0,44.0,58.0,64.0,64.0,52.0
14177,K. Skaanes,IK Start,Norway,23,61,175.26,134,CM,Right,375000.0,1000,74.0,58.0,60.0,67.0,66.0,55.0
14178,I. Ugbo,Scunthorpe United,England,19,61,185.42,161,ST,Right,550000.0,1000,80.0,60.0,51.0,59.0,55.0,64.0
14179,C. Operi,La Berrichonne de Châteauroux,France,21,61,182.88,161,LWB,Left,425000.0,1000,71.0,41.0,57.0,67.0,67.0,56.0
14180,C. Köppel,TSV 1860 München,Germany,23,61,182.88,174,LB,Left,270000.0,1000,65.0,56.0,51.0,59.0,55.0,63.0
14181,C. Dickinson,Yeovil Town,England,31,61,185.42,198,LB,Left,160000.0,2000,45.0,39.0,52.0,61.0,54.0,83.0
14182,T. Robinet,FC Sochaux-Montbéliard,France,21,61,180.34,165,RW,Right,450000.0,1000,70.0,60.0,57.0,59.0,58.0,74.0
14183,Yeremi Valerón,UD Las Palmas,Spain,21,61,182.88,165,LB,Left,350000.0,1000,67.0,27.0,33.0,51.0,62.0,63.0
14184,S. Finley,Accrington Stanley,England,25,61,170.18,150,LCM,Left,325000.0,1000,69.0,47.0,60.0,60.0,60.0,66.0
14185,A. Bruhn,Randers FC,Denmark,24,61,187.96,168,RM,Right,325000.0,2000,67.0,54.0,58.0,65.0,64.0,60.0
14186,M. Amundsen,Eintracht Braunschweig,Denmark,20,61,177.8,179,LB,Left,425000.0,1000,76.0,38.0,44.0,61.0,62.0,72.0
14187,T. Vollnhofer,SKN St. Pölten,Austria,33,61,177.8,165,GK,Right,130000.0,2000,47.0,11.0,46.0,25.0,10.0,48.0
14188,N. Atangana,Cheltenham Town,France,28,61,187.96,159,RCM,Right,250000.0,3000,69.0,43.0,58.0,61.0,54.0,76.0
14189,D. Tchamba,RC Strasbourg Alsace,Cameroon,19,61,182.88,174,CB,Left,425000.0,1000,76.0,27.0,30.0,40.0,35.0,74.0
14190,A. Kartalis,FSV Zwickau,Greece,23,61,177.8,146,LB,Left,270000.0,1000,77.0,46.0,64.0,62.0,64.0,55.0
14191,J. Victoria,Granada CF,Colombia,22,61,165.1,154,ST,Right,425000.0,2000,67.0,64.0,48.0,58.0,59.0,59.0
14192,E. Orona,Pachuca,Mexico,19,61,180.34,159,CB,Right,500000.0,2000,68.0,45.0,57.0,54.0,53.0,65.0
14193,K. Yamaguchi,Kashima Antlers,Japan,22,61,175.26,154,ST,Right,400000.0,2000,69.0,65.0,53.0,60.0,54.0,49.0
14194,Angel Sánchez,RCD Espanyol,Spain,20,61,177.8,154,LM,Right,375000.0,3000,70.0,60.0,63.0,59.0,57.0,61.0
14195,B. Kindsvater,TSV 1860 München,Germany,25,61,175.26,148,RM,Left,325000.0,2000,75.0,58.0,48.0,59.0,60.0,45.0
14196,N. Laursen,Brøndby IF,Denmark,20,61,185.42,154,ST,Left,550000.0,2000,79.0,60.0,55.0,68.0,69.0,53.0
14197,L. Bolton,Manchester City,England,18,61,175.26,159,RM,Right,525000.0,7000,82.0,50.0,55.0,62.0,57.0,61.0
14198,R. Miller,Port Vale,England,29,61,175.26,168,LS,Left,250000.0,3000,74.0,65.0,60.0,54.0,54.0,61.0
14199,P. Kotal,,India,24,61,177.8,163,RB,Right,,0,80.0,27.0,39.0,56.0,53.0,67.0
14200,F. Saavedra,Universidad de Chile,Chile,21,61,172.72,148,LB,Left,325000.0,1000,78.0,41.0,55.0,63.0,63.0,65.0
14201,J. Lorch,SV Wehen Wiesbaden,Germany,22,61,187.96,174,RB,Right,290000.0,1000,63.0,34.0,51.0,61.0,57.0,71.0
14202,M. Hosseini,Trabzonspor,Iran,22,61,182.88,168,LCB,Right,290000.0,4000,55.0,18.0,29.0,52.0,30.0,54.0
14203,I. Aguilar,Club América,Mexico,20,61,177.8,165,CDM,Right,425000.0,6000,64.0,34.0,47.0,59.0,53.0,60.0
14204,Gorka Giralt,Real Oviedo,Spain,22,61,190.5,174,GK,Left,300000.0,1000,36.0,7.0,30.0,10.0,9.0,61.0
14205,T. Kainz,TSV Hartberg,Austria,25,61,175.26,154,RB,Right,260000.0,2000,68.0,51.0,65.0,57.0,54.0,65.0
14206,D. Barnes,Colchester United,England,22,61,193.04,172,GK,Left,290000.0,2000,59.0,19.0,49.0,32.0,22.0,59.0
14207,T. Buitink,Vitesse,Netherlands,18,61,175.26,150,ST,Right,525000.0,1000,70.0,66.0,42.0,68.0,60.0,58.0
14208,H. Eisa,Ohod Club,Burkina Faso,25,61,187.96,172,ST,Right,350000.0,4000,68.0,61.0,58.0,51.0,56.0,68.0
14209,D. Hyam,Coventry City,Scotland,22,61,187.96,154,LCB,Right,400000.0,2000,55.0,23.0,34.0,42.0,27.0,63.0
14210,T. Denton,Peterborough United,England,22,61,175.26,146,LB,Left,325000.0,5000,78.0,46.0,55.0,61.0,59.0,59.0
14211,B. Ziegenbein,FC Energie Cottbus,Germany,32,61,175.26,159,RM,Right,200000.0,1000,70.0,58.0,55.0,63.0,64.0,70.0
14212,Adrià Pedrosa,RCD Espanyol,Spain,20,61,175.26,152,LB,Left,350000.0,3000,66.0,43.0,48.0,63.0,60.0,51.0
14213,A. Stadler,Dalkurd FF,United States,30,61,177.8,157,ST,Right,240000.0,1000,74.0,59.0,55.0,55.0,61.0,60.0
14214,Li Xiaoming,Shanghai Greenland Shenhua FC,China PR,22,61,182.88,163,CB,Right,300000.0,2000,69.0,37.0,44.0,56.0,53.0,62.0
14215,R. Muhammed,Sarpsborg 08 FF,France,24,61,182.88,181,RS,Right,325000.0,1000,93.0,54.0,55.0,58.0,63.0,75.0
14216,M. Al Mania,Al Hazem,Saudi Arabia,22,61,185.42,161,ST,Right,425000.0,6000,80.0,62.0,54.0,63.0,63.0,67.0
14217,A. López,Club América,Mexico,21,61,172.72,146,LW,Left,400000.0,8000,73.0,55.0,51.0,65.0,67.0,43.0
14218,L. Ralte,,India,25,61,172.72,157,LW,Left,,0,80.0,54.0,56.0,62.0,60.0,58.0
14219,M. Payares,Deportivo Pasto,Colombia,23,61,182.88,159,CB,Right,350000.0,1000,65.0,19.0,33.0,29.0,30.0,78.0
14220,F. Sucsuz,FC Carl Zeiss Jena,Turkey,22,61,172.72,148,LM,Left,400000.0,1000,78.0,44.0,49.0,58.0,61.0,58.0
14221,C. Cásseres Jr,New York Red Bulls,Venezuela,18,61,175.26,150,CM,Right,525000.0,1000,70.0,41.0,60.0,67.0,66.0,43.0
14222,K. Etuhu,Carlisle United,Nigeria,30,61,185.42,157,CM,Right,230000.0,2000,57.0,61.0,65.0,60.0,58.0,77.0
14223,A. Al Saleh,Ettifaq FC,Saudi Arabia,28,61,182.88,172,GK,Right,180000.0,4000,48.0,14.0,29.0,17.0,15.0,60.0
14224,Zheng Dalun,Tianjin Quanjian FC,China PR,24,61,170.18,148,RM,Right,325000.0,3000,65.0,49.0,55.0,65.0,67.0,30.0
14225,H. Charsley,Everton,Republic of Ireland,21,61,177.8,141,LM,Right,375000.0,9000,56.0,49.0,63.0,67.0,63.0,41.0
14226,Giovanni,CD Tenerife,Spain,19,61,165.1,123,ST,Right,475000.0,1000,77.0,63.0,53.0,60.0,66.0,37.0
14227,M. Barnofsky,Carpi,Germany,23,61,190.5,179,CB,Right,290000.0,1000,55.0,30.0,34.0,46.0,30.0,78.0
14228,H. Dunk,Cambridge United,England,27,61,182.88,161,LM,Left,260000.0,3000,76.0,44.0,55.0,58.0,61.0,62.0
14229,T. Galdames,Unión Española,Chile,19,61,177.8,154,LB,Left,375000.0,1000,53.0,44.0,51.0,46.0,38.0,70.0
14230,S. Ando,Kawasaki Frontale,Japan,27,61,185.42,174,GK,Right,200000.0,1000,45.0,11.0,13.0,19.0,9.0,68.0
14231,A. Dabasse,Chamois Niortais Football Club,France,24,61,187.96,174,ST,Left,325000.0,1000,55.0,59.0,49.0,61.0,58.0,71.0
14232,S. Mladenovic,Odds BK,Norway,24,61,177.8,143,LW,Right,350000.0,1000,90.0,55.0,46.0,60.0,59.0,55.0
14233,J. Hessenthaler,Grimsby Town,England,24,61,175.26,141,RCM,Right,300000.0,2000,73.0,41.0,57.0,62.0,57.0,62.0
14234,Fran Sánchez,SV Mattersburg,Spain,28,61,177.8,154,LM,Left,250000.0,4000,69.0,49.0,48.0,59.0,63.0,64.0
14235,M. Funk,SpVgg Greuther Fürth,Germany,22,61,187.96,194,GK,Right,290000.0,1000,39.0,9.0,28.0,13.0,12.0,61.0
14236,S. Amuzie,FC Lugano,Nigeria,22,61,185.42,187,LB,Left,350000.0,1000,68.0,33.0,46.0,54.0,55.0,75.0
14237,C. Villanueva,Colo-Colo,Chile,19,61,170.18,150,CAM,Right,550000.0,1000,67.0,59.0,52.0,64.0,66.0,65.0
14238,Wang Fan,Guizhou Hengfeng FC,China PR,31,61,177.8,163,LB,Left,160000.0,3000,64.0,43.0,48.0,64.0,66.0,73.0
14239,A. Egholm,SønderjyskE,Denmark,35,61,187.96,190,CB,Right,60000.0,2000,34.0,22.0,39.0,52.0,19.0,83.0
14240,B. Koglin,FC St. Pauli,Germany,21,61,185.42,174,CB,Left,350000.0,2000,66.0,17.0,38.0,54.0,36.0,69.0
14241,D. Tuma,Hallescher FC,Germany,22,61,177.8,154,LM,Left,350000.0,1000,85.0,52.0,47.0,60.0,66.0,58.0
14242,J. Thorsen,Eintracht Braunschweig,Denmark,28,61,182.88,174,RCM,Right,250000.0,1000,64.0,55.0,59.0,59.0,59.0,68.0
14243,Álex Dos Santos,Atlético Madrid,Brazil,19,61,185.42,172,GK,Right,450000.0,2000,22.0,12.0,33.0,10.0,11.0,52.0
14244,M. Awoudja,FC Bayern München,Germany,20,61,187.96,190,CB,Right,375000.0,6000,66.0,31.0,47.0,43.0,34.0,72.0
14245,S. Brodersen,FC St. Pauli,Germany,21,61,187.96,183,GK,Right,325000.0,2000,42.0,16.0,30.0,21.0,14.0,57.0
14246,Ryu Jae Moon,Daegu FC,Korea Republic,24,61,182.88,159,LCM,Right,325000.0,1000,64.0,39.0,65.0,57.0,53.0,61.0
14247,L. Alzugaray,Newell's Old Boys,Argentina,28,61,170.18,150,CAM,Left,250000.0,3000,60.0,50.0,56.0,67.0,65.0,53.0
14248,I. Franjic,Eintracht Braunschweig,Croatia,20,61,182.88,165,CAM,Right,400000.0,1000,69.0,46.0,58.0,63.0,63.0,56.0
14249,M. Mara,FC Lorient,Guinea,21,61,175.26,141,LM,Right,375000.0,1000,75.0,67.0,47.0,65.0,61.0,36.0
14250,A. Brorsson,Örebro SK,Sweden,19,61,187.96,179,CB,Right,375000.0,1000,58.0,15.0,33.0,45.0,36.0,74.0
14251,O. Petrak,Korona Kielce,Croatia,27,61,185.42,183,RDM,Right,240000.0,1000,60.0,45.0,54.0,59.0,58.0,69.0
14252,Rafael Camacho,Liverpool,Portugal,18,61,175.26,143,CAM,Right,525000.0,7000,69.0,58.0,58.0,64.0,63.0,46.0
14253,P. Will,FC Bayern München,Germany,19,61,185.42,170,CM,Left,525000.0,5000,58.0,41.0,57.0,59.0,60.0,67.0
14254,A. Dønnum,Vålerenga Fotball,Norway,20,61,177.8,161,RM,Left,400000.0,1000,71.0,53.0,49.0,62.0,63.0,56.0
14255,S. Tanser,St. Johnstone FC,England,23,61,182.88,143,LB,Left,270000.0,1000,76.0,45.0,55.0,59.0,51.0,62.0
14256,K. Danielak,Arka Gdynia,Poland,26,61,170.18,146,RM,Right,270000.0,1000,72.0,54.0,57.0,59.0,56.0,59.0
14257,Y. Diouf,ESTAC Troyes,France,18,61,187.96,165,GK,Right,425000.0,1000,45.0,8.0,46.0,15.0,12.0,52.0
14258,Brian Torres,CD Tenerife,Spain,21,61,182.88,170,CB,Right,400000.0,1000,71.0,39.0,53.0,57.0,55.0,66.0
14259,L. Jackson,Newcastle Jets,Australia,23,61,193.04,183,LB,Left,325000.0,1000,57.0,21.0,28.0,39.0,35.0,87.0
14260,Aitor Lorea,CA Osasuna,Spain,20,61,170.18,150,RM,Right,550000.0,1000,76.0,59.0,57.0,60.0,61.0,56.0
14261,A. Pinga,Grasshopper Club Zürich,Switzerland,20,61,185.42,190,ST,Right,450000.0,4000,74.0,59.0,48.0,56.0,56.0,84.0
14262,N. Andereggen,Unión de Santa Fe,Argentina,18,61,175.26,157,ST,Left,525000.0,2000,68.0,64.0,55.0,59.0,67.0,68.0
14263,M. Ambrosiewicz,Górnik Zabrze,Poland,20,61,182.88,165,CM,Right,375000.0,1000,62.0,39.0,59.0,59.0,57.0,62.0
14264,M. Forss,Brentford,Finland,19,61,185.42,143,ST,Right,450000.0,4000,61.0,71.0,42.0,55.0,41.0,61.0
14265,B. Álvarez,Monarcas Morelia,Mexico,22,61,175.26,159,LB,Left,325000.0,2000,69.0,34.0,36.0,54.0,65.0,59.0
14266,P. Michael,Vålerenga Fotball,Nigeria,20,61,185.42,183,ST,Right,425000.0,1000,65.0,63.0,45.0,60.0,59.0,84.0
14267,J. Wallace,Fleetwood Town,England,26,61,180.34,183,CM,Right,270000.0,2000,49.0,55.0,67.0,61.0,50.0,63.0
14268,A. Helmersen,Ranheim Fotball,Norway,20,61,190.5,181,ST,Left,450000.0,1000,66.0,62.0,46.0,59.0,56.0,79.0
14269,A. Yildirim,VfL Sportfreunde Lotte,Germany,23,61,180.34,165,ST,Right,350000.0,1000,75.0,60.0,49.0,60.0,58.0,55.0
14270,Ángel López,SD Eibar,Spain,21,61,180.34,165,LM,Left,400000.0,3000,62.0,62.0,52.0,61.0,65.0,53.0
14271,D. Byrtek,Piast Gliwice,Poland,27,61,193.04,185,CB,Right,250000.0,1000,65.0,12.0,54.0,30.0,25.0,86.0
14272,D. Telford,Bury,England,21,61,175.26,159,ST,Left,400000.0,2000,80.0,63.0,47.0,60.0,56.0,56.0
14273,S. Old,Morecambe,New Zealand,32,61,190.5,187,CB,Right,140000.0,2000,49.0,16.0,52.0,51.0,46.0,74.0
14274,H. Tifner,Gimnasia y Esgrima La Plata,Argentina,21,61,175.26,157,CAM,Right,400000.0,2000,55.0,41.0,68.0,68.0,53.0,46.0
